"No.","Time","Source","Destination","Protocol","Length","Info"
"19238","230.043504","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19239","230.043504","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19240","230.043504","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19241","230.043504","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19242","230.043504","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19243","230.043504","172.217.194.119","192.168.100.5","QUIC","758","Protected Payload (KP0)"
"19244","230.043857","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19245","230.044236","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19246","230.044752","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19247","230.051426","192.168.100.5","172.217.194.119","QUIC","76","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19248","230.077719","172.217.194.119","192.168.100.5","QUIC","68","Protected Payload (KP0)"
"19249","230.102069","192.168.100.5","172.217.194.119","QUIC","216","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19250","230.102291","192.168.100.5","172.217.194.119","QUIC","236","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19251","230.102694","192.168.100.5","74.125.24.132","QUIC","184","Protected Payload (KP0), DCID=110bb989fb128dbe"
"19252","230.102997","192.168.100.5","172.217.194.119","QUIC","208","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19253","230.103430","192.168.100.5","74.125.24.132","QUIC","162","Protected Payload (KP0), DCID=110bb989fb128dbe"
"19254","230.119352","192.168.100.5","172.217.194.119","QUIC","189","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19255","230.126381","172.217.194.119","192.168.100.5","QUIC","72","Protected Payload (KP0)"
"19256","230.127376","172.217.194.119","192.168.100.5","QUIC","72","Protected Payload (KP0)"
"19257","230.127737","172.217.194.119","192.168.100.5","QUIC","72","Protected Payload (KP0)"
"19258","230.127737","172.217.194.119","192.168.100.5","QUIC","149","Protected Payload (KP0)"
"19259","230.127737","74.125.24.132","192.168.100.5","QUIC","70","Protected Payload (KP0)"
"19260","230.127852","172.217.194.119","192.168.100.5","QUIC","1287","Protected Payload (KP0)"
"19261","230.127852","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19262","230.127979","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19263","230.127979","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19264","230.127993","192.168.100.5","172.217.194.119","QUIC","79","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19265","230.128201","192.168.100.5","172.217.194.119","QUIC","79","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19266","230.128751","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19267","230.128751","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19268","230.128751","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19269","230.128751","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19270","230.129179","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19271","230.129179","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19272","230.129179","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19273","230.129179","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19274","230.129179","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19275","230.129678","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19276","230.129757","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19277","230.129757","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19278","230.129757","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19279","230.129757","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19280","230.129757","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19281","230.130505","74.125.24.132","192.168.100.5","QUIC","1288","Protected Payload (KP0)"
"19282","230.130505","74.125.24.132","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19283","230.130505","74.125.24.132","192.168.100.5","QUIC","964","Protected Payload (KP0)"
"19284","230.130505","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19285","230.130505","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19286","230.130505","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19287","230.130658","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19288","230.131167","192.168.100.5","74.125.24.132","QUIC","77","Protected Payload (KP0), DCID=110bb989fb128dbe"
"19289","230.131228","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19290","230.131228","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19291","230.131228","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19292","230.131228","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19293","230.131228","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19294","230.131228","172.217.194.119","192.168.100.5","QUIC","1110","Protected Payload (KP0)"
"19295","230.131228","172.217.194.119","192.168.100.5","QUIC","1284","Protected Payload (KP0)"
"19296","230.131228","74.125.24.132","192.168.100.5","QUIC","70","Protected Payload (KP0)"
"19297","230.131308","192.168.100.5","74.125.24.132","QUIC","75","Protected Payload (KP0), DCID=110bb989fb128dbe"
"19298","230.132051","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19299","230.132051","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19300","230.132051","74.125.24.132","192.168.100.5","QUIC","1288","Protected Payload (KP0)"
"19301","230.132051","74.125.24.132","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19302","230.132051","74.125.24.132","192.168.100.5","QUIC","742","Protected Payload (KP0)"
"19303","230.132051","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19304","230.132051","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19305","230.132051","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19306","230.132529","192.168.100.5","74.125.24.132","QUIC","78","Protected Payload (KP0), DCID=110bb989fb128dbe"
"19307","230.132634","192.168.100.5","74.125.24.132","QUIC","75","Protected Payload (KP0), DCID=110bb989fb128dbe"
"19308","230.132812","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19309","230.132812","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19310","230.132812","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19311","230.132812","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19312","230.132812","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19313","230.132812","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19314","230.132823","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19315","230.132812","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19316","230.133684","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19317","230.133684","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19318","230.133684","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19319","230.133684","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19320","230.133684","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19321","230.133684","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19322","230.133684","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19323","230.133684","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19324","230.133832","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19325","230.134395","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19326","230.134395","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19327","230.134395","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19328","230.134395","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19329","230.134395","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19330","230.134395","172.217.194.119","192.168.100.5","QUIC","1025","Protected Payload (KP0)"
"19331","230.134725","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19332","230.135483","172.217.194.119","192.168.100.5","QUIC","1284","Protected Payload (KP0)"
"19333","230.135483","172.217.194.119","192.168.100.5","QUIC","1287","Protected Payload (KP0)"
"19334","230.135483","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19335","230.135483","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19336","230.135483","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19337","230.135483","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19338","230.135483","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19339","230.135483","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19340","230.135483","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19341","230.135483","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19342","230.135842","192.168.100.5","172.217.194.119","QUIC","79","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19343","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19344","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19345","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19346","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19347","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19348","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19349","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19350","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19351","230.136413","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19352","230.137145","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19353","230.137263","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19354","230.137263","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19355","230.137263","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19356","230.137263","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19357","230.137263","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19358","230.137263","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19359","230.137263","172.217.194.119","192.168.100.5","QUIC","421","Protected Payload (KP0)"
"19360","230.137439","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19361","230.142918","172.217.194.119","192.168.100.5","QUIC","72","Protected Payload (KP0)"
"19362","230.144388","192.168.100.5","172.217.194.119","QUIC","76","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19363","230.145584","172.217.194.119","192.168.100.5","QUIC","1287","Protected Payload (KP0)"
"19364","230.145584","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19365","230.145584","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19366","230.145584","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19367","230.145584","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19368","230.145584","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19369","230.145928","192.168.100.5","172.217.194.119","QUIC","80","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19370","230.146307","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19371","230.146307","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19372","230.146307","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19373","230.146307","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19374","230.146307","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19375","230.146307","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19376","230.146630","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19377","230.146963","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19378","230.146963","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19379","230.146963","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19380","230.146963","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19381","230.146963","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19382","230.146963","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19383","230.148445","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19384","230.148445","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19385","230.148445","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19386","230.148445","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19387","230.148445","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19388","230.148445","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19389","230.149457","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19390","230.149457","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19391","230.149457","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19392","230.149457","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19393","230.149457","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19394","230.149457","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19395","230.149457","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19396","230.149457","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19397","230.150352","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19398","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19399","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19400","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19401","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19402","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19403","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19404","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19405","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19406","230.150438","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19407","230.150724","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19408","230.151047","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19409","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19410","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19411","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19412","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19413","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19414","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19415","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19416","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19417","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19418","230.151468","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19419","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19420","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19421","230.151897","172.217.194.119","192.168.100.5","QUIC","831","Protected Payload (KP0)"
"19422","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19423","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19424","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19425","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19426","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19427","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19428","230.151897","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19429","230.152117","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19430","230.152425","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19431","230.152533","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19432","230.152533","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19433","230.152533","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19434","230.152533","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19435","230.152533","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19436","230.152533","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19437","230.152533","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19438","230.152533","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19439","230.153444","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19440","230.153444","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19441","230.153444","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19442","230.153444","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19443","230.153444","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19444","230.153444","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19445","230.153444","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19446","230.153444","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19447","230.153702","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19448","230.154284","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19449","230.154284","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19450","230.154284","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19451","230.154284","172.217.194.119","192.168.100.5","QUIC","1017","Protected Payload (KP0)"
"19452","230.154284","172.217.194.119","192.168.100.5","QUIC","1284","Protected Payload (KP0)"
"19453","230.154284","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19454","230.154284","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19455","230.154284","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19456","230.154845","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19457","230.155458","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19458","230.155458","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19459","230.155458","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19460","230.155458","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19461","230.155458","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19462","230.155458","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19463","230.155458","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19464","230.155458","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19465","230.156181","192.168.100.5","172.217.194.119","QUIC","75","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19466","230.157416","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19467","230.157416","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19468","230.157416","172.217.194.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19469","230.157416","172.217.194.119","192.168.100.5","QUIC","751","Protected Payload (KP0)"
"19470","230.162398","74.125.24.132","192.168.100.5","QUIC","68","Protected Payload (KP0)"
"19471","230.162483","192.168.100.5","172.217.194.119","QUIC","76","Protected Payload (KP0), DCID=d2dd66fe866d4b25"
"19472","230.167428","172.217.194.119","192.168.100.5","QUIC","68","Protected Payload (KP0)"
"19473","230.182257","192.168.100.5","142.251.12.190","QUIC","1286","Protected Payload (KP0), DCID=9e369440527f1d43"
"19474","230.182398","192.168.100.5","142.251.12.190","QUIC","1292","Protected Payload (KP0), DCID=9e369440527f1d43"
"19475","230.182461","192.168.100.5","142.251.12.190","QUIC","686","Protected Payload (KP0), DCID=9e369440527f1d43"
"19476","230.184875","172.217.194.119","192.168.100.5","QUIC","68","Protected Payload (KP0)"
"19477","230.206606","142.251.12.190","192.168.100.5","QUIC","71","Protected Payload (KP0)"
"19478","230.213380","142.251.12.190","192.168.100.5","QUIC","68","Protected Payload (KP0)"
"19479","230.213445","192.168.100.5","142.251.12.190","QUIC","75","Protected Payload (KP0), DCID=9e369440527f1d43"
"19480","230.342439","142.251.12.190","192.168.100.5","QUIC","1288","Protected Payload (KP0)"
"19481","230.342439","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19482","230.342811","192.168.100.5","142.251.12.190","QUIC","78","Protected Payload (KP0), DCID=9e369440527f1d43"
"19483","230.343409","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19484","230.343409","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19485","230.343409","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19486","230.344290","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19487","230.344290","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19488","230.344290","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19489","230.344290","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19490","230.344290","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19491","230.344290","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19492","230.344290","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19493","230.344488","142.251.12.190","192.168.100.5","QUIC","933","Protected Payload (KP0)"
"19494","230.344488","142.251.12.190","192.168.100.5","QUIC","1287","Protected Payload (KP0)"
"19495","230.344488","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19496","230.344632","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19497","230.345400","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19498","230.345400","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19499","230.345440","192.168.100.5","142.251.12.190","QUIC","76","Protected Payload (KP0), DCID=9e369440527f1d43"
"19500","230.345668","192.168.100.5","142.251.12.190","QUIC","76","Protected Payload (KP0), DCID=9e369440527f1d43"
"19501","230.345781","192.168.100.5","142.251.12.190","QUIC","75","Protected Payload (KP0), DCID=9e369440527f1d43"
"19502","230.345908","192.168.100.5","142.251.12.190","QUIC","76","Protected Payload (KP0), DCID=9e369440527f1d43"
"19503","230.346067","192.168.100.5","142.251.12.190","QUIC","75","Protected Payload (KP0), DCID=9e369440527f1d43"
"19504","230.346378","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19505","230.346397","192.168.100.5","142.251.12.190","QUIC","76","Protected Payload (KP0), DCID=9e369440527f1d43"
"19506","230.346495","192.168.100.5","142.251.12.190","QUIC","75","Protected Payload (KP0), DCID=9e369440527f1d43"
"19507","230.348425","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19508","230.348425","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19509","230.348425","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19510","230.348425","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19511","230.348670","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19512","230.348670","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19513","230.348670","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19514","230.348670","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19515","230.348826","192.168.100.5","142.251.12.190","QUIC","76","Protected Payload (KP0), DCID=9e369440527f1d43"
"19516","230.349103","192.168.100.5","142.251.12.190","QUIC","75","Protected Payload (KP0), DCID=9e369440527f1d43"
"19517","230.349902","142.251.12.190","192.168.100.5","QUIC","266","Protected Payload (KP0)"
"19518","230.350233","142.251.12.190","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"19519","230.355447","192.168.100.5","142.251.12.190","QUIC","75","Protected Payload (KP0), DCID=9e369440527f1d43"
"19520","230.377040","142.251.12.190","192.168.100.5","QUIC","68","Protected Payload (KP0)"
"19521","230.379599","192.168.100.5","142.251.12.190","QUIC","1286","Protected Payload (KP0), DCID=9e369440527f1d43"
"19522","230.379750","192.168.100.5","142.251.12.190","QUIC","1292","Protected Payload (KP0), DCID=9e369440527f1d43"
"19523","230.379810","192.168.100.5","142.251.12.190","QUIC","1292","Protected Payload (KP0), DCID=9e369440527f1d43"
"19524","230.379861","192.168.100.5","142.251.12.190","QUIC","1292","Protected Payload (KP0), DCID=9e369440527f1d43"
