"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.100.5","104.18.8.39","TCP","55","58031  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]"
"2","0.016018","192.168.100.5","104.18.8.39","TCP","55","58032  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]"
"3","0.017862","104.18.8.39","192.168.100.5","TCP","66","443  >  58031 [ACK] Seq=1 Ack=2 Win=70 Len=0 SLE=1 SRE=2"
"4","0.028273","104.18.8.39","192.168.100.5","TCP","66","443  >  58032 [ACK] Seq=1 Ack=2 Win=70 Len=0 SLE=1 SRE=2"
"5","0.156034","192.168.100.5","104.18.8.39","TCP","55","58030  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]"
"6","0.171213","104.18.8.39","192.168.100.5","TCP","66","443  >  58030 [ACK] Seq=1 Ack=2 Win=70 Len=0 SLE=1 SRE=2"
"7","0.256026","192.168.100.5","13.35.13.82","TCP","55","58033  >  443 [ACK] Seq=1 Ack=1 Win=63931 Len=1 [TCP segment of a reassembled PDU]"
"8","0.281045","13.35.13.82","192.168.100.5","TCP","60","443  >  58033 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"9","1.446084","192.168.100.5","104.17.32.105","TCP","55","58034  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]"
"10","1.459400","104.17.32.105","192.168.100.5","TCP","66","443  >  58034 [ACK] Seq=1 Ack=2 Win=70 Len=0 SLE=1 SRE=2"
"11","1.957059","192.168.100.5","23.200.176.48","TCP","55","58067  >  443 [ACK] Seq=1 Ack=1 Win=63800 Len=1 [TCP segment of a reassembled PDU]"
"12","1.971249","23.200.176.48","192.168.100.5","TCP","66","443  >  58067 [ACK] Seq=1 Ack=2 Win=63828 Len=0 SLE=1 SRE=2"
"13","2.167099","192.168.100.5","13.35.13.82","TCP","55","58035  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1 [TCP segment of a reassembled PDU]"
"14","2.191355","13.35.13.82","192.168.100.5","TCP","60","443  >  58035 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"15","2.486065","192.168.100.5","13.33.33.78","TCP","55","58040  >  443 [ACK] Seq=1 Ack=1 Win=64051 Len=1 [TCP segment of a reassembled PDU]"
"16","2.510813","13.33.33.78","192.168.100.5","TCP","60","443  >  58040 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"17","2.766032","192.168.100.5","52.84.45.62","TCP","55","64874  >  443 [ACK] Seq=1 Ack=1 Win=64520 Len=1 [TCP segment of a reassembled PDU]"
"18","2.766118","192.168.100.5","13.33.38.178","TCP","55","58039  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1 [TCP segment of a reassembled PDU]"
"19","2.778031","192.168.100.5","74.125.68.101","QUIC","1292","Initial, DCID=90d27da02dc5a09a, PKN: 1, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO, PADDING, CRYPTO, PING"
"20","2.778448","192.168.100.5","74.125.68.101","QUIC","122","0-RTT, DCID=90d27da02dc5a09a"
"21","2.778749","192.168.100.5","74.125.68.101","QUIC","580","0-RTT, DCID=90d27da02dc5a09a"
"22","2.790656","13.33.38.178","192.168.100.5","TCP","60","443  >  58039 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"23","2.810849","74.125.68.101","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"24","2.810849","74.125.68.101","192.168.100.5","QUIC","664","Protected Payload (KP0)"
"25","2.812042","192.168.100.5","74.125.68.101","QUIC","121","Handshake, DCID=90d27da02dc5a09a"
"26","2.812245","192.168.100.5","74.125.68.101","QUIC","75","Protected Payload (KP0), DCID=90d27da02dc5a09a"
"27","2.817019","192.168.100.5","52.85.3.64","TCP","55","58036  >  443 [ACK] Seq=1 Ack=1 Win=64594 Len=1 [TCP segment of a reassembled PDU]"
"28","2.835120","74.125.68.101","192.168.100.5","QUIC","135","Protected Payload (KP0)"
"29","2.862050","192.168.100.5","74.125.68.101","QUIC","75","Protected Payload (KP0), DCID=90d27da02dc5a09a"
"30","2.870293","192.168.100.5","74.125.68.101","QUIC","114","Protected Payload (KP0), DCID=90d27da02dc5a09a"
"31","2.894037","74.125.68.101","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"32","2.894276","192.168.100.5","74.125.68.101","QUIC","572","Protected Payload (KP0), DCID=90d27da02dc5a09a"
"33","2.917295","74.125.68.101","192.168.100.5","QUIC","71","Protected Payload (KP0)"
"34","2.925568","74.125.68.101","192.168.100.5","QUIC","454","Protected Payload (KP0)"
"35","2.925568","74.125.68.101","192.168.100.5","QUIC","320","Protected Payload (KP0)"
"36","2.926064","192.168.100.5","74.125.68.101","QUIC","77","Protected Payload (KP0), DCID=90d27da02dc5a09a"
"37","2.928002","192.168.100.5","142.251.10.121","TLSv1.2","122","Application Data"
"38","2.928115","192.168.100.5","142.251.10.121","TLSv1.2","93","Application Data"
"39","2.928155","192.168.100.5","142.251.10.121","TLSv1.2","1027","Application Data"
"40","2.936624","52.84.45.62","192.168.100.5","TCP","60","443  >  64874 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"41","2.952088","192.168.100.5","74.125.68.101","QUIC","75","Protected Payload (KP0), DCID=90d27da02dc5a09a"
"42","2.959275","142.251.10.121","192.168.100.5","TCP","60","443  >  58023 [ACK] Seq=1 Ack=108 Win=65535 Len=0"
"43","2.959275","142.251.10.121","192.168.100.5","TLSv1.2","93","Application Data"
"44","2.973872","74.125.68.101","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"45","2.977937","52.85.3.64","192.168.100.5","TCP","60","443  >  58036 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"46","3.110052","192.168.100.5","104.26.9.169","TCP","55","58041  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1 [TCP segment of a reassembled PDU]"
"47","3.133374","104.26.9.169","192.168.100.5","TCP","60","443  >  58041 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"48","3.159068","192.168.100.5","142.251.10.121","TCP","54","58023  >  443 [ACK] Seq=1081 Ack=40 Win=64541 Len=0"
"49","3.163596","142.251.10.121","192.168.100.5","TLSv1.2","136","Application Data"
"50","3.164282","192.168.100.5","142.251.10.121","TLSv1.2","93","Application Data"
"51","3.164351","192.168.100.5","142.251.10.121","TLSv1.2","89","Application Data"
"52","3.189700","142.251.10.121","192.168.100.5","TCP","60","443  >  58023 [ACK] Seq=122 Ack=1155 Win=65535 Len=0"
"53","3.703394","192.168.100.5","103.10.124.165","UDP","126","54163  >  27019 Len=84"
"54","3.770097","192.168.100.5","104.26.9.169","TCP","55","58059  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1 [TCP segment of a reassembled PDU]"
"55","3.796215","104.26.9.169","192.168.100.5","TCP","60","443  >  58059 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"56","4.919169","192.168.100.5","172.217.194.132","TCP","55","58063  >  443 [ACK] Seq=1 Ack=1 Win=64913 Len=1 [TCP segment of a reassembled PDU]"
"57","4.945596","172.217.194.132","192.168.100.5","TCP","60","443  >  58063 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"58","5.198886","fe80::1d83:fdd7:b608:a4db","fe80::1","DNS","95","Standard query 0x3180 A www.youtube.com"
"59","5.201300","fe80::1","fe80::1d83:fdd7:b608:a4db","DNS","95","Standard query response 0x3180 Refused A www.youtube.com"
"60","5.202651","192.168.100.5","192.168.100.1","DNS","75","Standard query 0x3180 A www.youtube.com"
"61","5.204582","fe80::1d83:fdd7:b608:a4db","fe80::1","DNS","122","Standard query 0x49b1 A rr2---sn-htgx20capjpq-2ahe.googlevideo.com"
"62","5.205673","fe80::1","fe80::1d83:fdd7:b608:a4db","DNS","122","Standard query response 0x49b1 Refused A rr2---sn-htgx20capjpq-2ahe.googlevideo.com"
"63","5.205944","192.168.100.5","192.168.100.1","DNS","102","Standard query 0x49b1 A rr2---sn-htgx20capjpq-2ahe.googlevideo.com"
"64","5.211637","192.168.100.1","192.168.100.5","DNS","172","Standard query response 0x49b1 A rr2---sn-htgx20capjpq-2ahe.googlevideo.com CNAME rr2.sn-htgx20capjpq-2ahe.googlevideo.com A 66.96.224.77"
"65","5.212541","192.168.100.5","66.96.224.77","QUIC","1292","Initial, DCID=7da34b5603e1ace0, PKN: 1, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, PING, PING, PADDING, CRYPTO, PING, PING, PADDING"
"66","5.218308","192.168.100.5","66.96.224.77","QUIC","122","0-RTT, DCID=7da34b5603e1ace0"
"67","5.218780","192.168.100.5","66.96.224.77","QUIC","776","0-RTT, DCID=7da34b5603e1ace0"
"68","5.221318","66.96.224.77","192.168.100.5","QUIC","1292","Handshake, SCID=7da34b5603e1ace0"
"69","5.221318","66.96.224.77","192.168.100.5","QUIC","1292","Handshake, SCID=7da34b5603e1ace0"
"70","5.221318","66.96.224.77","192.168.100.5","QUIC","1292","Handshake, SCID=7da34b5603e1ace0"
"71","5.221556","66.96.224.77","192.168.100.5","QUIC","1292","Handshake, SCID=7da34b5603e1ace0"
"72","5.221556","66.96.224.77","192.168.100.5","QUIC","435","Protected Payload (KP0)"
"73","5.221784","192.168.100.5","66.96.224.77","QUIC","83","Handshake, DCID=7da34b5603e1ace0"
"74","5.221795","192.168.100.1","192.168.100.5","DNS","365","Standard query response 0x3180 A www.youtube.com CNAME youtube-ui.l.google.com A 142.251.10.136 A 142.251.12.93 A 142.251.10.93 A 172.217.194.136 A 172.217.194.91 A 142.251.12.136 A 74.125.24.190 A 142.250.4.91 A 142.250.4.136 A 172.217.194.190 A 142.251.10.190 A 142.251.12.190 A 142.251.10.91 A 142.251.12.91 A 142.250.4.93 A 172.217.194.93"
"75","5.221975","192.168.100.5","66.96.224.77","QUIC","83","Handshake, DCID=7da34b5603e1ace0"
"76","5.222418","192.168.100.5","66.96.224.77","QUIC","908","Protected Payload (KP0), DCID=7da34b5603e1ace0"
"77","5.223046","192.168.100.5","142.251.10.136","QUIC","1292","Initial, DCID=5d2b3ac79c2b25e7, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING"
"78","5.223289","192.168.100.5","142.251.10.136","QUIC","120","0-RTT, DCID=5d2b3ac79c2b25e7"
"79","5.225084","66.96.224.77","192.168.100.5","QUIC","572","Protected Payload (KP0)"
"80","5.225084","66.96.224.77","192.168.100.5","QUIC","130","Protected Payload (KP0)"
"81","5.225084","66.96.224.77","192.168.100.5","QUIC","69","Protected Payload (KP0)"
"82","5.225291","192.168.100.5","66.96.224.77","QUIC","76","Protected Payload (KP0), DCID=7da34b5603e1ace0"
"83","5.225979","66.96.224.77","192.168.100.5","QUIC","210","Protected Payload (KP0)"
"84","5.226149","192.168.100.5","66.96.224.77","QUIC","77","Protected Payload (KP0), DCID=7da34b5603e1ace0"
"85","5.249458","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"86","5.249458","142.251.10.136","192.168.100.5","QUIC","664","Protected Payload (KP0)"
"87","5.250011","192.168.100.5","142.251.10.136","QUIC","120","Handshake, DCID=5d2b3ac79c2b25e7"
"88","5.250398","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"89","5.251173","192.168.100.5","142.251.10.136","QUIC","1288","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"90","5.251286","192.168.100.5","142.251.10.136","QUIC","1292","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"91","5.251731","192.168.100.5","142.251.10.136","QUIC","565","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"92","5.251812","192.168.100.5","142.251.10.136","QUIC","765","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"93","5.251892","192.168.100.5","142.251.10.136","QUIC","569","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"94","5.251971","192.168.100.5","142.251.10.136","QUIC","765","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"95","5.252061","192.168.100.5","142.251.10.136","QUIC","569","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"96","5.252129","192.168.100.5","142.251.10.136","QUIC","417","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"97","5.252672","192.168.100.5","142.251.10.136","QUIC","1288","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"98","5.252785","192.168.100.5","142.251.10.136","QUIC","1292","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"99","5.252854","192.168.100.5","142.251.10.136","QUIC","249","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"100","5.254810","66.96.224.77","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"101","5.273539","142.251.10.136","192.168.100.5","QUIC","135","Protected Payload (KP0)"
"102","5.275319","142.251.10.136","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"103","5.275479","192.168.100.5","142.251.10.136","QUIC","117","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"104","5.275499","142.251.10.136","192.168.100.5","QUIC","69","Protected Payload (KP0)"
"105","5.275679","142.251.10.136","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"106","5.276338","142.251.10.136","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"107","5.277131","142.251.10.136","192.168.100.5","QUIC","69","Protected Payload (KP0)"
"108","5.277131","142.251.10.136","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"109","5.277262","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"110","5.324365","142.251.10.136","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"111","5.512658","fe80::1d83:fdd7:b608:a4db","fe80::1","DNS","91","Standard query 0x1004 A i.ytimg.com"
"112","5.516337","fe80::1","fe80::1d83:fdd7:b608:a4db","DNS","91","Standard query response 0x1004 Refused A i.ytimg.com"
"113","5.516683","192.168.100.5","192.168.100.1","DNS","71","Standard query 0x1004 A i.ytimg.com"
"114","5.525175","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"115","5.533373","142.251.10.136","192.168.100.5","QUIC","1288","Protected Payload (KP0)"
"116","5.533373","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"117","5.533816","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"118","5.533816","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"119","5.533816","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"120","5.533828","192.168.100.5","142.251.10.136","QUIC","77","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"121","5.534095","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"122","5.534249","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"123","5.534390","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"124","5.534390","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"125","5.534390","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"126","5.534390","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"127","5.534803","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"128","5.534803","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"129","5.534803","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"130","5.534803","192.168.100.1","192.168.100.5","DNS","199","Standard query response 0x1004 A i.ytimg.com A 74.125.200.119 A 74.125.130.119 A 74.125.68.119 A 172.217.194.119 A 142.251.10.119 A 142.251.12.119 A 142.250.4.119 A 74.125.24.119"
"131","5.535310","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"132","5.535719","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"133","5.535719","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"134","5.535920","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"135","5.536063","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"136","5.536150","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"137","5.536233","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"138","5.536326","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"139","5.537195","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"140","5.537195","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"141","5.537354","192.168.100.5","74.125.200.119","QUIC","1292","Initial, DCID=580a9369cf624750, PKN: 1, PADDING, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING"
"142","5.537626","192.168.100.5","74.125.200.119","QUIC","119","0-RTT, DCID=580a9369cf624750"
"143","5.538167","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"144","5.538447","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"145","5.538447","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"146","5.538616","192.168.100.5","74.125.200.119","QUIC","774","0-RTT, DCID=580a9369cf624750"
"147","5.538880","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"148","5.540739","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"149","5.540739","142.251.10.136","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"150","5.540739","142.251.10.136","192.168.100.5","QUIC","294","Protected Payload (KP0)"
"151","5.540959","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"152","5.549174","192.168.100.5","66.96.224.77","QUIC","105","Protected Payload (KP0), DCID=7da34b5603e1ace0"
"153","5.550842","66.96.224.77","192.168.100.5","QUIC","69","Protected Payload (KP0)"
"154","5.551125","66.96.224.77","192.168.100.5","QUIC","69","Protected Payload (KP0)"
"155","5.551562","192.168.100.5","66.96.224.77","QUIC","77","Protected Payload (KP0), DCID=7da34b5603e1ace0"
"156","5.558668","142.251.10.136","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"157","5.565283","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"158","5.565283","74.125.200.119","192.168.100.5","QUIC","664","Protected Payload (KP0)"
"159","5.565283","74.125.200.119","192.168.100.5","QUIC","71","Protected Payload (KP0)"
"160","5.565627","74.125.200.119","192.168.100.5","QUIC","1286","Protected Payload (KP0)"
"161","5.565627","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"162","5.565910","192.168.100.5","74.125.200.119","QUIC","120","Handshake, DCID=580a9369cf624750"
"163","5.566074","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"164","5.566074","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"165","5.566074","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"166","5.566086","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"167","5.566470","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"168","5.566589","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"169","5.566621","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"170","5.566621","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"171","5.566621","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"172","5.566621","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"173","5.566688","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"174","5.566784","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"175","5.566883","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"176","5.567010","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"177","5.567753","192.168.100.5","142.251.10.136","QUIC","75","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"178","5.573213","192.168.100.5","74.125.200.119","QUIC","111","Protected Payload (KP0), DCID=580a9369cf624750"
"179","5.578832","66.96.224.77","192.168.100.5","QUIC","67","Protected Payload (KP0)"
"180","5.582865","192.168.100.5","142.251.10.136","QUIC","925","Protected Payload (KP0), DCID=5d2b3ac79c2b25e7"
"181","5.588669","192.168.100.5","66.96.224.77","QUIC","976","Protected Payload (KP0), DCID=7da34b5603e1ace0"
"182","5.590751","192.168.100.5","66.96.224.77","QUIC","863","Protected Payload (KP0), DCID=7da34b5603e1ace0"
"183","5.591015","74.125.200.119","192.168.100.5","QUIC","134","Protected Payload (KP0)"
"184","5.591015","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"185","5.591015","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"186","5.591015","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"187","5.591015","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"188","5.591015","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"189","5.591271","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"190","5.591366","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"191","5.591448","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"192","5.591710","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"193","5.591710","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"194","5.591710","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"195","5.591710","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"196","5.591710","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"197","5.591710","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"198","5.591971","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"199","5.592057","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"200","5.592147","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"201","5.592401","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"202","5.592401","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"203","5.592401","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"204","5.592401","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"205","5.592401","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"206","5.592401","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"207","5.592576","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"208","5.592676","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"209","5.592759","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"210","5.593009","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"211","5.593009","74.125.200.119","192.168.100.5","QUIC","164","Protected Payload (KP0)"
"212","5.593009","74.125.200.119","192.168.100.5","QUIC","1285","Protected Payload (KP0)"
"213","5.593009","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"214","5.593009","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"215","5.593242","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"216","5.593342","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"217","5.593426","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"218","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"219","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"220","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"221","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"222","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"223","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"224","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"225","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"226","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"227","5.594135","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"228","5.594351","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"229","5.594452","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"230","5.594546","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"231","5.594546","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"232","5.594546","66.96.224.77","192.168.100.5","QUIC","69","Protected Payload (KP0)"
"233","5.594546","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"234","5.594546","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"235","5.594639","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"236","5.594723","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"237","5.594739","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"238","5.594805","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"239","5.594883","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"240","5.594967","192.168.100.5","74.125.200.119","QUIC","78","Protected Payload (KP0), DCID=580a9369cf624750"
"241","5.594968","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"242","5.596473","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"243","5.596473","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
"244","5.596669","192.168.100.5","74.125.200.119","QUIC","75","Protected Payload (KP0), DCID=580a9369cf624750"
"245","5.596827","74.125.200.119","192.168.100.5","QUIC","1292","Protected Payload (KP0)"
